uri,label,wkt
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk103_mp_skl_Pin_1945p0_472p0,sk103_mp_skl,POINT (531.1084807558966 -297.55200488835254)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk104_mp_skl_Pin_2162p0_472p0,sk104_mp_skl,POINT (554.8470070754495 -297.55200488835254)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk105_mp_skellige_Pin_m2634p0_m1356p0,sk105_mp_skellige,POINT (30.192757174179974 -497.5244702259405)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk105_mp_skl_Pin_1684p0_463p0,sk105_mp_skl,POINT (502.55661269413025 -298.53655203717)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk106_mp_skellige_Pin_2465p0_214p0,sk106_mp_skellige,POINT (587.9934286184196 -325.77568982111933)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk106_mp_skl_Pin_1377p0_1543p0,sk106_mp_skl,POINT (468.9726146291407 -180.39089417907647)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk107_mp_skl_Pin_m1401p0_962p0,sk107_mp_skl,POINT (165.0757200866623 -243.94888234162494)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk108_mp_skl_Pin_m288p0_1155p0,sk108_mp_skl,POINT (286.8313873385624 -222.83581570587305)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk109a_mp_skl_Pin_m407p0_478p0,sk109a_mp_skl,POINT (273.81348580848504 -296.8956401224743)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk109b_mp_skl_Pin_m595p0_626p0,sk109b_mp_skl,POINT (253.24738927357288 -280.7053092308096)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk109c_mp_skl_Pin_m712p0_850p0,sk109c_mp_skl,POINT (240.4482760045052 -256.2010246380198)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk109d_mp_skl_Pin_m495p0_785p0,sk109d_mp_skl,POINT (264.1868023240581 -263.3116429350347)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk109e_mp_skl_Pin_m492p0_951p0,sk109e_mp_skl,POINT (264.5149847155726 -245.15221774573516)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk10_mp_giantfoot_skellige_Pin_1020p0_806p0,sk10_mp_giantfoot_skellige,POINT (429.9189100389086 -261.0143662544607)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk110_mp_skellige_Pin_1604p0_m1796p0,sk110_mp_skellige,POINT (493.80508225374206 -545.657886390349)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk110_mp_skl_Pin_182p0_1066p0,sk110_mp_skl,POINT (338.24662867584277 -232.57189306640112)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk111_mp_skellige_Pin_m1825p0_1159p0,sk111_mp_skellige,POINT (118.69260875260511 -222.39823919528752)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk111_mp_skl_Pin_1689p0_1161p0,sk111_mp_skl,POINT (503.1035833466545 -222.17945093999475)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk12_mp_Pin_233p0_645p0,sk12_mp,POINT (343.8257293315902 -278.6268208055283)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk151_mp_skl_Pin_1116p0_m1621p0,sk151_mp_skl,POINT (440.4207465673744 -526.5139140522319)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk152_mp_skl_Pin_805p0_m1517p0,sk152_mp_skl,POINT (406.39917198036545 -515.1369247770082)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk153_mp_skl_Pin_m181p0_m2000p0,sk153_mp_skl,POINT (298.53655930258157 -567.9742884302111)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk16_mp_Pin_m363p0_m929p0,sk16_mp,POINT (278.6268275506985 -450.813177720935)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk181_mp_skl_Pin_m1487p0_230p0,sk181_mp_skl,POINT (155.66782486324504 -324.0253837787772)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk182_mp_skl_Pin_m1793p0_733p0,sk182_mp_skl,POINT (122.19322092876035 -269.0001375726466)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk186_mp_skl_Pin_m34p0_1055p0,sk186_mp_skl,POINT (314.6174964867948 -233.77522847051134)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk187_mp_skl_Pin_866p0_1396p0,sk187_mp_skl,POINT (413.0722139411614 -196.47183094309477)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk188_mp_skl_Pin_1595p0_1532p0,sk188_mp_skl,POINT (492.8205350791984 -181.5942295831867)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk18_mp_Pin_328p0_819p0,sk18_mp,POINT (354.21817172955116 -259.5922425950577)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk190_mp_skl_Pin_1928p0_140p0,sk190_mp_skl,POINT (529.2487805373141 -333.8708552669517)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk193_mp_skl_Pin_236p0_m1816p0,sk193_mp_skl,POINT (344.1539117231048 -547.8457689432767)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk197_mp_skl_Pin_m936p0_m761p0,sk197_mp_skl,POINT (215.94399077141838 -432.43496427634267)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk198a_mp_skl_Pin_m335p0_311p0,sk198a_mp_skl,POINT (281.68986320483435 -315.1644594394202)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk198b_mp_skl_Pin_m342p0_94p0,sk198b_mp_skl,POINT (280.9241042913004 -338.9029851386853)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk198c_mp_skl_Pin_m507p0_212p0,sk198c_mp_skl,POINT (262.87407275799984 -325.9944780764121)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk199_mp_skl_Pin_m819p0_1170p0,sk199_mp_skl,POINT (228.74310404048606 -221.1949037911773)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk1_mp_skellige_Pin_2582p0_1303p0,sk1_mp_skellige,POINT (600.7925418874872 -206.64548481420837)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk200_mp_skl_Pin_m929p0_778p0,sk200_mp_skl,POINT (216.70974968495236 -264.0774018285594)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk20_seagull_island_mp_Pin_m361p0_m13p0,sk20_seagull_island_mp,POINT (278.8456158117082 -350.6081567968483)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk22_mp_Pin_14p0_234p0,sk22_mp,POINT (319.8684147510277 -323.5878072681917)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk23_mp_Pin_m210p0_410p0,sk23_mp,POINT (295.36412951794085 -304.3344408024283)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk25_mp_Pin_731p0_477p0,sk25_mp,POINT (398.30400632300643 -297.0050342501207)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk26_mp_Pin_1177p0_186p0,sk26_mp,POINT (447.09378852817036 -328.8387253952181)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk27_mp_Pin_589p0_124p0,sk27_mp,POINT (382.77003979131746 -335.6211613092938)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk28_mp_Pin_324p0_51p0,sk28_mp,POINT (353.78059520753175 -343.60693262747975)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk29_mp_Pin_559p0_m189p0,sk29_mp,POINT (379.4882158761719 -369.8615232626117)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk31_mp_Pin_318p0_m215p0,sk31_mp,POINT (353.1242304245026 -372.7057705814176)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk32_mp_Pin_m87p0_m408p0,sk32_mp,POINT (308.8196075700376 -393.8188372171695)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk33_mp_Pin_m334p0_m368p0,sk33_mp,POINT (281.79925733533923 -389.4430721113142)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk34_mp_Pin_282p0_190p0,sk34_mp,POINT (349.18604172632797 -328.40114888463256)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk36_mp_Pin_1274p0_391p0,sk36_mp,POINT (457.705019187141 -306.4129292277096)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk37_mp_Pin_575p0_m1423p0,sk37_mp,POINT (381.23852196424957 -504.85387677824815)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk38_mp_skellige_Pin_240p0_1567p0,sk38_mp_skellige,POINT (344.5914882451242 -177.7654351155633)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk38_mp_skl_mappin_Pin_m1305p0_1272p0,sk38_mp_skl_mappin,POINT (175.57755661512806 -210.03670277124624)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk41_mp_skellige_Pin_m1357p0_432p0,sk41_mp_skellige,POINT (169.88906182887578 -301.9277699942079)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk42_mp_skellige_Pin_m1469p0_1260p0,sk42_mp_skellige,POINT (157.63691921233237 -211.34943230300283)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk46_mp_Pin_m1810p0_m385p0,sk46_mp,POINT (120.33352071017788 -391.30277228130274)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk48_mp_skellige_Pin_m2084p0_m378p0,sk48_mp_skellige,POINT (90.35952895184849 -390.537013387778)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk51_mp_skellige_Pin_2456p0_m35p0,sk51_mp_skellige,POINT (587.0088814438759 -353.0148276050687)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk52_mp_skellige_Pin_2609p0_m105p0,sk52_mp_skellige,POINT (603.7461834111182 -360.6724165403155)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk55_mp_skellige_Pin_1875p0_m1907p0,sk55_mp_skellige,POINT (523.450891620557 -557.8006345590975)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk56_mp_skellige_Pin_1555p0_m1128p0,sk56_mp_skellige,POINT (488.44476985900434 -472.5826091225652)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk57_mp_skellige_Pin_1586p0_m2032p0,sk57_mp_skellige,POINT (491.83598790465476 -571.4749005148954)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk58_mp_skellige_Pin_2106p0_m2043p0,sk58_mp_skellige,POINT (548.7209357671777 -572.6782359190056)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk59_mp_skellige_Pin_1692p0_1552p0,sk59_mp_skellige,POINT (503.431765738169 -179.40634703025904)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk60_contra_mp_skellige_Pin_m599p0_1519p0,sk60_contra_mp_skellige,POINT (252.80981275155347 -183.01635324258967)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk60_mp_Pin_863p0_573p0,sk60_mp,POINT (412.7440315496469 -286.5031979960679)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk61_mp_skellige_Pin_m1207p0_718p0,sk61_mp_skellige,POINT (186.29818140460355 -270.64104948734234)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk62_mp_skellige_Pin_m942p0_m1659p0,sk62_mp_skellige,POINT (215.2876259883893 -530.6708909027946)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk63_mp_skellige_Pin_m284p0_m1918p0,sk63_mp_skellige,POINT (287.2689638605818 -559.0039699632077)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk64_mp_skellige_Pin_2353p0_m742p0,sk64_mp_skellige,POINT (575.7412860018761 -430.3564758510614)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk65_mp_skellige_Pin_2452p0_1257p0,sk65_mp_skellige,POINT (586.5713049218564 -211.677614685942)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk66_mp_skellige_Pin_m1850p0_m2083p0,sk66_mp_skellige,POINT (115.95775548998381 -577.0540010248609)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk67_mp_skellige_Pin_m458p0_2026p0,sk67_mp_skellige,POINT (268.23438515273756 -127.55353052587353)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk68_mp_skellige_Pin_m631p0_m1925p0,sk68_mp_skellige,POINT (249.30920057539822 -559.7697288567324)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk69_mp_skellige_Pin_m2600p0_255p0,sk69_mp_skellige,POINT (33.912157611344924 -321.29053058761764)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk6_mp_Pin_613p0_m824p0,sk6_mp,POINT (385.39549892343393 -439.3267943180648)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk70_mp_skellige_Pin_m633p0_1338p0,sk70_mp_skellige,POINT (249.09041231438852 -202.81669034658498)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk71_mp_skl_Pin_m666p0_1381p0,sk71_mp_skl,POINT (245.4804060077284 -198.11274285779052)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk72_mp_Pin_m624p0_m616p0,sk72_mp,POINT (250.07495948893217 -416.57281576761716)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk72_mp_skl_Pin_m12p0_1326p0,sk72_mp_skl,POINT (317.0241673579015 -204.12941987834157)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk73_mp_skl_Pin_61p0_1519p0,sk73_mp_skl,POINT (325.0099388847557 -183.01635324258967)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk74_harpy_nest_Pin_186p0_m841p0,sk74_harpy_nest,POINT (338.6842051978622 -441.1864944880533)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk74_mp_skl_Pin_466p0_1214p0,sk74_mp_skl,POINT (369.31456173922066 -216.38156217473644)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk75_mp_skellige_Pin_626p0_m836p0,sk75_mp_skellige,POINT (386.817622619997 -440.6395238498214)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk75_mp_skl_Pin_535p0_1899p0,sk75_mp_skl,POINT (376.86275674405545 -141.44658473696416)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk75_siren_nest_Pin_606p0_m831p0,sk75_siren_nest,POINT (384.62974000989993 -440.09255321158946)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk76_mp_skl_Pin_660p0_2182p0,sk76_mp_skl,POINT (390.53702305716195 -110.4880466130378)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk77_map_skl_Pin_512p0_2110p0,sk77_map_skl,POINT (374.34669174244385 -118.36442380357738)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk78_mp_skl_Pin_329p0_2311p0,sk78_mp_skl,POINT (354.327565860056 -96.3762041466544)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk79_mp_skl_Pin_158p0_2250p0,sk79_mp_skl,POINT (335.6211695437263 -103.04924593308377)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk7_mp_Pin_362p0_m1169p0,sk7_mp,POINT (357.9375721667161 -477.0677683560669)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk80a_mp_skl_Pin_55p0_2095p0,sk80a_mp_skl,POINT (324.35357410172657 -120.00533571827313)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk80b_mp_skl_Pin_200p0_1953p0,sk80b_mp_skl,POINT (340.21572302493007 -135.53930184405948)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk80c_mp_skl_Pin_89p0_2175p0,sk80c_mp_skl,POINT (328.0729745388915 -111.25380550656249)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk81_mp_skl_Pin_m144p0_2080p0,sk81_mp_skl,POINT (302.58414213126105 -121.64624763296885)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk82_mp_skl_Pin_m642p0_2025p0,sk82_mp_skl,POINT (248.10586513984484 -127.66292465351992)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk83_mp_skl_Pin_m1184p0_2316p0,sk83_mp_skl,POINT (188.81424640621515 -95.8292335084225)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk84_mp_skl_Pin_m1144p0_2422p0,sk84_mp_skl,POINT (193.19001162640922 -84.23345597790592)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk85_mp_skl_Pin_1042p0_2041p0,sk85_mp_skl,POINT (432.32558091001533 -125.9126186111778)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk86_mp_Pin_2p0_m506p0,sk86_mp,POINT (318.55568518496943 -404.539461726515)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk86_mp_skl_Pin_1497p0_1141p0,sk86_mp_skl,POINT (482.09991028972297 -224.3673334929224)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk87_mp_skl_Pin_1275p0_756p0,sk87_mp_skl,POINT (457.81441331764586 -266.48407263677984)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk87a_mp_skl_Pin_1490p0_754p0,sk87a_mp_skl,POINT (481.33415137618897 -266.7028608920726)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk87b_mp_skl_Pin_1280p0_567p0,sk87b_mp_skl,POINT (458.3613839701701 -287.1595627619462)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk87c_mp_skl_Pin_1502p0_569p0,sk87c_mp_skl,POINT (482.6468809422472 -286.94077450665344)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk88_mp_skl_Pin_1597p0_m523p0,sk88_mp_skl,POINT (493.0393233402081 -406.39916189650353)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk89_mp_skl_Pin_1215p0_m962p0,sk89_mp_skl,POINT (451.2507654873547 -454.42318393326565)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk90_mp_Pin_m139p0_m52p0,sk90_mp,POINT (303.13111278378534 -354.87452777505723)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk90_mp_skl_Pin_1438p0_m1377p0,sk90_mp_skl,POINT (475.6456565899367 -499.82174690651453)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk91_mp_skl_Pin_1223p0_m1321p0,sk91_mp_skl,POINT (452.1259185313935 -493.69567575831707)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk92a_mp_skl_Pin_762p0_m1162p0,sk92a_mp_skl,POINT (401.69522436865685 -476.30200946254223)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk92b_mp_skl_Pin_880p0_m1280p0,sk92b_mp_skl,POINT (414.60373176822935 -489.2105165248154)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk93_mp_skl_Pin_982p0_m1925p0,sk93_mp_skl,POINT (425.76193307972426 -559.7697288567324)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk94_mp_skl_Pin_m452p0_m1417p0,sk94_mp_skl,POINT (268.8907499357667 -504.1975120123699)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk95a_mp_skl_Pin_m1013p0_m125p0,sk95a_mp_skl,POINT (207.5206427225448 -362.86029909324316)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk95b_mp_skl_Pin_m899p0_m241p0,sk95b_mp_skl,POINT (219.99157360009792 -375.55001790022357)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk96_mp_skl_Pin_625p0_1019p0,sk96_mp_skl,POINT (386.7082284894921 -237.71341706578113)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk97_mp_skl_Pin_m1835p0_347p0,sk97_mp_skl,POINT (117.59866744755658 -311.2262708441504)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk98_mp_skl_Pin_m2298p0_342p0,sk98_mp_skl,POINT (66.94918502381017 -311.77324148238233)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk99a_mp_skl_Pin_m1006p0_322p0,sk99a_mp_skl,POINT (208.28640163607878 -313.96112403531)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk99b_mp_skl_Pin_m981p0_187p0,sk99b_mp_skl,POINT (211.02125489870008 -328.7293312675717)
http://cgi.di.uoa.gr/witcher/resource/Skellige_sk_q210_mp_Pin_243p0_734p0,sk_q210_mp,POINT (344.9196706366387 -268.8907434450002)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_01_Pin_m188p0_m586p0,skellige_cave_entrance_01,POINT (297.77080038904757 -413.29099193822566)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_02_Pin_1047p0_270p0,skellige_cave_entrance_02,POINT (432.8725515625396 -319.6496186729219)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_03_Pin_199p0_m1367p0,skellige_cave_entrance_03,POINT (340.10632889442525 -498.72780563005074)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_04_Pin_1182p0_m743p0,skellige_cave_entrance_04,POINT (447.6407591806946 -430.4658699787078)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_05_Pin_1057p0_m429p0,skellige_cave_entrance_05,POINT (433.96649286758816 -396.11611389774356)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_06_Pin_1596p0_m2034p0,skellige_cave_entrance_06,POINT (492.9299292097033 -571.6936887701881)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_07_Pin_1609p0_m1913p0,skellige_cave_entrance_07,POINT (494.35205290626635 -558.4569993249758)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_08_Pin_2587p0_337p0,skellige_cave_entrance_08,POINT (601.3395125400115 -312.32021212061426)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_09_Pin_m1847p0_m938p0,skellige_cave_entrance_09,POINT (116.28593788149837 -451.79772486975247)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_10_Pin_235p0_900p0,skellige_cave_entrance_10,POINT (344.0445175925999 -250.73131825570067)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_11_Pin_m113p0_304p0,skellige_cave_entrance_11,POINT (305.97536017691147 -315.9302183329449)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_12_Pin_407p0_424p0,skellige_cave_entrance_12,POINT (362.8603080394344 -302.80292301537895)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_13_Pin_515p0_m1440p0,skellige_cave_entrance_13,POINT (374.67487413395844 -506.71357694823666)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_14_Pin_m717p0_196p0,skellige_cave_entrance_14,POINT (239.90130535198097 -327.74478411875424)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_15_Pin_120p0_418p0,skellige_cave_entrance_15,POINT (331.46419258454193 -303.4592877812572)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_16_Pin_963p0_m658p0,skellige_cave_entrance_16,POINT (423.6834446001321 -421.16736912876524)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_17_Pin_828p0_m329p0,skellige_cave_entrance_17,POINT (408.91523698197705 -385.17670113310527)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_18_Pin_674p0_660p0,skellige_cave_entrance_18,POINT (392.0685408842299 -276.98590889083255)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_19_Pin_1385p0_1906p0,skellige_cave_entrance_19,POINT (469.84776767317953 -140.6808258434395)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_20_Pin_m2190p0_366p0,skellige_cave_entrance_20,POINT (78.76375111833417 -309.14778241886916)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_22_Pin_2560p0_91p0,skellige_cave_entrance_22,POINT (598.3858710163804 -339.23116752162446)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_23_Pin_2516p0_298p0,skellige_cave_entrance_23,POINT (593.572529274167 -316.5865830988232)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_24_Pin_2618p0_150p0,skellige_cave_entrance_24,POINT (604.7307305856618 -332.77691399048786)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_25_Pin_m1872p0_1062p0,skellige_cave_entrance_25,POINT (113.55108461887707 -233.00946957698665)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_26_Pin_2647p0_44p0,skellige_cave_entrance_26,POINT (607.9031603703025 -344.37269152100447)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_27_Pin_m1619p0_m843p0,skellige_cave_entrance_27,POINT (141.2277996366046 -441.4052827433461)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_28_Pin_m1949p0_m903p0,skellige_cave_entrance_28,POINT (105.12773657000349 -447.96893040212905)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_29_Pin_m2096p0_m568p0,skellige_cave_entrance_29,POINT (89.04679938579025 -411.3218976405908)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_31_Pin_2927p0_294p0,skellige_cave_entrance_31,POINT (638.5335169116611 -317.02415960940874)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_32_Pin_m1891p0_m749p0,skellige_cave_entrance_32,POINT (111.47259613928489 -431.1222347445861)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skellige_cave_entrance_33_Pin_65p0_m374p0,skellige_cave_entrance_33,POINT (325.4475154067751 -390.0994368771925)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skl_pop_axii2_new_Pin_m62p0_167p0,skl_pop_axii2_new,POINT (311.5544608326589 -330.91721382049934)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skl_pop_ignii2_new_Pin_160p0_789p0,skl_pop_ignii2_new,POINT (335.839957804736 -262.8740664244492)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skl_pop_quen2_new_Pin_m188p0_790p0,skl_pop_quen2_new,POINT (297.77080038904757 -262.7646722968028)
http://cgi.di.uoa.gr/witcher/resource/Skellige_skl_pop_yrden2_new_Pin_1021p0_m11p0,skl_pop_yrden2_new,POINT (430.02830416941345 -350.3893685415555)
http://cgi.di.uoa.gr/witcher/resource/Skellige_th1005_mp_upgrade_2a_Pin_1356p0_2052p0,th1005_mp_upgrade_2a,POINT (466.6753378885388 -124.70928320706759)
http://cgi.di.uoa.gr/witcher/resource/Skellige_th1005_mp_upgrade_2a_Pin_474p0_m1362p0,th1005_mp_upgrade_2a,POINT (370.1897147832595 -498.1808349918188)
http://cgi.di.uoa.gr/witcher/resource/Skellige_th1005_mp_upgrade_2a_Pin_517p0_m1354p0,th1005_mp_upgrade_2a,POINT (374.89366239496815 -497.3056819706477)
http://cgi.di.uoa.gr/witcher/resource/Skellige_th1005_mp_upgrade_2b_Pin_1356p0_2053p0,th1005_mp_upgrade_2b,POINT (466.6753378885388 -124.59988907942119)
http://cgi.di.uoa.gr/witcher/resource/Skellige_th1005_mp_upgrade_2c_Pin_1015p0_831p0,th1005_mp_upgrade_2c,POINT (429.3719393863844 -258.2795130633011)
http://cgi.di.uoa.gr/witcher/resource/Skellige_th1005_mp_upgrade_2c_Pin_999p0_869p0,th1005_mp_upgrade_2c,POINT (427.62163329830673 -254.12253621273857)
http://cgi.di.uoa.gr/witcher/resource/Skellige_th1005_mp_upgrade_3a_Pin_382p0_m227p0,th1005_mp_upgrade_3a,POINT (360.1254547768131 -374.0185001131742)
http://cgi.di.uoa.gr/witcher/resource/Skellige_th1005_mp_upgrade_3a_Pin_383p0_m250p0,th1005_mp_upgrade_3a,POINT (360.234848907318 -376.534565049041)
